TYTUL1;Lokalizacja;TYTUL2;CATEGORIA
P³atnoœæ web - kod mobilny; Adres;;ZAKUPY INTERNET
P³atnoœæ kart¹; Kraj; Lodziarnia;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; GRYCAN LODY OD POKOLEN;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CINEMA CITY JANKI;INNE
P³atnoœæ kart¹; Kraj; OLIMP JANKI;INNE
P³atnoœæ kart¹; Kraj; ROSSMANN SKLEP 1392;CHEMIA I KIOSKI
P³atnoœæ kart¹; Kraj; PIZZA HOT ROBERT KECIE;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; KIOSK;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; IMA PHARMA SP.Z O.O.;INNE
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; H AND M PIASECZNO 2;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SODEXO Restauracja U 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SODEXO Restauracja U 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; KIOSK;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Starbucks 13;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; Starbucks 13;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; PEPCO 110166 PIASECZNO;ODZIEZ I OBUWIE
Wyp³ata z bankomatu; Kraj; PLDN4291;BANKOMAT
P³atnoœæ kart¹; Kraj; WARSZTAT;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; MPSA - A 247;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; KIOSK;INNE
P³atnoœæ kart¹; Kraj; PHU STUDIO S;INNE
Wyp³ata z bankomatu; Kraj; RCNN0Z62;BANKOMAT
P³atnoœæ kart¹; Kraj; UBER TRIP HELP.UBER.COM;INNE
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DANUTA IGNATOWSKA;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AGENCJA FINANSOWA EWER;INNE
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AGENCJA FINANSOWA EWER;INNE
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
Przelew podatkowy; URZ¥D SKARBOWY;;INNE
P³atnoœæ web - kod mobilny; Adres;;ZAKUPY INTERNET
P³atnoœæ kart¹; Kraj; SPORTFOOD AUTOMATY;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
Przelew z rachunku; KONTO SZKOLNE;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; McDonalds 468 Piaseczno;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; ORLEN 03;PALIWO
P³atnoœæ kart¹; Kraj; McDonalds 468 Piaseczno;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; KAOWIEC JAROSLAW NOWAK;INNE
P³atnoœæ kart¹; Kraj; KAOWIEC JAROSLAW NOWAK;INNE
P³atnoœæ kart¹; Kraj; RUCH 965400;CHEMIA I KIOSKI
P³atnoœæ kart¹; Kraj; IMA PHARMA SP.Z O.O.;INNE
Wyp³ata z bankomatu; Kraj; PLDN4291;BANKOMAT
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 62 A;BANKOMAT
P³atnoœæ kart¹; Kraj; KIOSK;INNE
P³atnoœæ kart¹; Kraj; JMP S.A. BIEDRONKA 3776;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
Wyp³ata z bankomatu; Kraj; ul. Mleczarska 1;BANKOMAT
Wyp³ata w bankomacie - kod mobilny; Kraj; ul. Mleczarska 1;BANKOMAT
P³atnoœæ kart¹; Kraj; ORLEN 02;PALIWO
P³atnoœæ kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; FRESHMARKET Z8138 K.1;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; APTEKA PANACEUM;APTEKA
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; MARC-HAN S.C.;INNE
P³atnoœæ kart¹; Kraj; FRESHMARKET Z8138 K.2;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; AL. JEROZOLIMSKIE 2;BANKOMAT
P³atnoœæ kart¹; Kraj; FRESHMARKET Z8138 K.2;Zakupy Spozywcze
Przelew z rachunku; 1 HUFIEC WARSZAWSKI;;OP£ATY RÓ¯NE
Przelew z rachunku; 2 HUFIEC WARSZAWSKI SHK ZAWISZA FSE;;OP£ATY RÓ¯NE
Przelew z rachunku; UKS NOWA IWICZNA;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; costa 39;BARY RESTAURACJE OUTDOOR
Polecenie Zap³aty; T-MOBILE POLSKA S.A. MARYNARSKA 12;;INNE
Polecenie Zap³aty; PGNIG OBRÓT DETALICZNY SPÓ£KA Z OGR ANICZON¥ ODPOWIEDZIALNOŒCI¥;;INNE
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; MCDONALDS 049 W-WA 11 P;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; KAOWIEC JAROSLAW NOWAK;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; RUCH 965400;CHEMIA I KIOSKI
Wyp³ata z bankomatu; Kraj; PLDN4291;BANKOMAT
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Sklep Spozywczy  36198;Zakupy Spozywcze
Przelew z rachunku; DO£ADOWANIE TELEFONU +48 784482729 T-MOBILE IDENTYFIKATOR OPERACJI;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; RCNL0296;BANKOMAT
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DECATHLON Piaseczno;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
Polecenie Zap³aty; PGE OBRÓT SA O/WARSZAWA;;INNE
Wyp³ata z bankomatu; Kraj; RCNN0M30;BANKOMAT
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; KAMPER;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; LUX MED SP. Z O.O;INNE
P³atnoœæ kart¹; Kraj; McDonalds W-wa Dolinka;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; Lodziarnia;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
Przelew na rachunek; MEDVIT SP. Z O.O. PU£AWSKA 42 B;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; PEPCO 110166 PIASECZNO;ODZIEZ I OBUWIE
Zlecenie sta³e; WSPÓLNOTA MAGNOLIA 1FUNDUSZREMONTOWY;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; WSPÓLNOTA MIESZKANIOWA MAGNOLII 1;;ZLECENIA STA£E I SP£ATY KREDYTÓW
P³atnoœæ kart¹; Kraj; SUPER-PHARM STARA IWICZ;INNE
P³atnoœæ kart¹; Kraj; SUPER-PHARM STARA IWICZ;INNE
P³atnoœæ kart¹; Kraj; KIOSK;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; McDonalds W-wa Dolinka;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
Sp³ata kredytu;;;SP£ATA KREDYTU
Sp³ata kredytu;;;SP£ATA KREDYTU
Przelew z rachunku; KONTO SZKOLNE;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SODEXO Restauracja U 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; LODZIARNIE FIRMOWE SP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Op³ata;;;INNE
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
Polecenie Zap³aty; ORANGE POLSKA SPOLKA AKCYJNA UL. AL. JEROZOLIMSKIE 160;;INNE
Wyp³ata z bankomatu; Kraj; SGB KRASICKIEGO 35;BANKOMAT
P³atnoœæ kart¹; Kraj; NORAUTO 701 I;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Zlecenie sta³e; POCZTA POLSKA S.A. COF DZIA£ ABONAMENTU;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; OKRÊGOWA IZBA LEKARSKA W WARSZAWIE;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; AMER ANGLO;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Przelew do ZUS; ZAK£AD UBEZPIECZEÑ SPO£ECZNYCH;;INNE
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; H AND M PIASECZNO 3;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; ORLEN 02;PALIWO
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; LIDL OKULICKIEGO;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Starbucks 13;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CCC;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; SMART MICHAL CHACINSKI;INNE
P³atnoœæ kart¹; Kraj; KIOSK;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; NORAUTO 701 II;SAMOCHODY I KOMUNIKACJA
Wyp³ata z bankomatu; Kraj; UL. PULAWSKA 46;BANKOMAT
Zlecenie sta³e; PALLOTYÑSKI SEKRETARIAT MISYJNY;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Naliczenie odsetek;;;INNE
P³atnoœæ kart¹; Kraj; ORLEN 02;PALIWO
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  01;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; McDonalds 468 Piaseczno;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; KIOSK;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SODEXO Restauracja U 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SODEXO Restauracja U 01;BARY RESTAURACJE OUTDOOR
Przelew z rachunku; TIME4SERVICE;;OP£ATY RÓ¯NE
P³atnoœæ web - kod mobilny; Adres;;ZAKUPY INTERNET
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; Sklep Spozywczy  36198;Zakupy Spozywcze
Przelew na rachunek; DXC TECHNOLOGY POLSKA SP. Z O.O. SZTURMOWA 2A;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; Cukiernia Piekarnia;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
Wyp³ata z bankomatu; Kraj; ul. Wojska Polskiego 3;BANKOMAT
P³atnoœæ kart¹; Kraj; RENATA LUKASIEWICZ;BARY RESTAURACJE OUTDOOR
Zlecenie sta³e; ABAX BIURO KSIÊGOWE BO¯ENA BARTUZI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
P³atnoœæ kart¹; Kraj; KAOWIEC JAROSLAW NOWAK;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DECATHLON Piaseczno;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; WWW.GOSIR-PIASECZNO.PL;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; K.A.J. Sp. z o.o. Aptek;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; MONETIA URZAD SKARBOWY;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DANIEL ADAMSKI MALA GA;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; WWW.GOSIR-PIASECZNO.PL;INNE
P³atnoœæ kart¹; Kraj; WWW.GOSIR-PIASECZNO.PL;INNE
P³atnoœæ kart¹; Kraj; U ZRODLA SP. Z O.O.;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; JMP S.A. BIEDRONKA 3776;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SODEXO Restauracja U 01;BARY RESTAURACJE OUTDOOR
Przelew z rachunku; TUIR ALLIANZ;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; KIOSK;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
Przelew na rachunek; GMINNY OŒRODEK POMOCY SPO£ECZNEJ;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; ZABKA Z8600 K.1;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; RENATA LUKASIEWICZ;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; ORLEN 03;PALIWO
P³atnoœæ kart¹; Kraj; ORLEN 03;PALIWO
P³atnoœæ kart¹; Kraj; Cukiernia Piekarnia;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; McDonalds 468 Piaseczno;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; PIEROGI DOMOWE PAULINA;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; KAOWIEC JAROSLAW NOWAK;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; ORLEN 02;PALIWO
P³atnoœæ kart¹; Kraj; DECATHLON Piaseczno;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; KIOSK;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; WWW.GOSIR-PIASECZNO.PL;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Przelew z rachunku; CARRICKSP. Z O.O.;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; LESZNOWOLA KTR;INNE
P³atnoœæ kart¹; Kraj; SODEXO Restauracja U 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
Przelew na rachunek; BANK BNP PARIBAS SA UL. KASPRZAKA 1 0/16 01-211 WARSZAWA;;WYNAGRODZENIA I UZNANIA
Przelew z rachunku; DAMIAN MIZERSKI;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; RUCH 775221;CHEMIA I KIOSKI
P³atnoœæ kart¹; Kraj; CENTRUM MEDYCZNE ZELAZ;INNE
Przelew podatkowy; URZ¥D SKARBOWY;;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; BP-WILANOW 898;PALIWO
P³atnoœæ kart¹; Kraj; Koleje Mazowieckie KM;INNE
P³atnoœæ kart¹; Kraj; KIOSK;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 62 A;BANKOMAT
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Przelew z rachunku; WITOLD SIEJKA DOMAÑSKI;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; BM.PL OPL. AUTOSTRADA;INNE
Przelew na rachunek; PAWE£ GRZEGORZ KWIATKOWSKI;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; ORLEN 02;PALIWO
Polecenie Zap³aty; T-MOBILE POLSKA S.A. MARYNARSKA 12;;INNE
P³atnoœæ kart¹; Kraj; AMIC POLSKA sp. z o.o.;PALIWO
P³atnoœæ kart¹; Kraj; KFC 04;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DELIKATESY OLA;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DELIKATESY OLA;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DELIKOMAT VENDING;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SKLEP LEWIATAN;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Stacja Benzynowa;PALIWO
P³atnoœæ kart¹; Kraj; DELIKATESY OLA;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; BM.PL OPL. AUTOSTRADA;INNE
P³atnoœæ kart¹; Kraj; ORLEN;PALIWO
P³atnoœæ kart¹; Kraj; McDonalds 178 Rumia 1 G;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; Leroy Merlin Rumia;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; McDonalds 419 MOP Brwin;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; DECATHLON Piaseczno;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; SUPER-PHARM STARA IWICZ;INNE
P³atnoœæ kart¹; Kraj; ORLEN 01;PALIWO
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
Wyp³ata z bankomatu; Kraj; ul. Mleczarska 1;BANKOMAT
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; ORLEN 02;PALIWO
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; WWW.GOSIR-PIASECZNO.PL;INNE
P³atnoœæ kart¹; Kraj; KAOWIEC JAROSLAW NOWAK;INNE
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Agnieszka Przadak;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUTOMATY UVP;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; SODEXO Restauracja UBC;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; RCNN0M30;BANKOMAT
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
Przelew z rachunku; LAUDAME PIASECZNO;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; AUCHAN POLSKA SP. Z  02;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Salon Firmowy Wolczanka;ODZIEZ I OBUWIE
